city_or_county,n_killed,n_injured
Brownwood,5,1
Broxton,0,1
Bruce,1,1
Bruceton Mills,1,0
Bruceville,3,0
Brule,0,0
Brundidge,3,2
Bruneau,1,0
Brunswick,24,46
Brunswick County,0,1
Brush Prairie,1,0
Brusly,0,0
Brutus,0,0
Bryan,19,23
Bryans Road,0,1
Bryant,1,2
Bryantown,0,0
Bryceville,2,1
Bryn Mawr,0,0
Bryson City,2,0
Buchanan,8,4
Buchanan County,0,1
Buckeye,10,5
Buckeye Lake,0,0
Buckhannon,1,0
Buckland,0,0
Buckley,4,5
Buckner,1,3
Bucks,1,1
Bucksport,0,3
Bucksport (Verona Island),0,0
Bucoda,0,0
Bucyrus,5,1
Buda,1,1
Budd Lake,0,0
Budd Lake (Mount Olive),0,0
Buellton,0,0
Buena,0,1
Buena Park,2,5
Buena Vista,3,1
Buena Vista Township,1,0
Buffalo,161,579
Buffalo (Amherst),2,1
Buffalo (Cheektowaga),4,8
Buffalo (Lackawanna),0,2
Buffalo (West Seneca),1,0
Buffalo Center,0,0
Buffalo City,0,0
Buffalo County,0,1
Buffalo Grove,0,0
Buffalo Valley,0,0
Buford,10,10
Buford (Sugar Hill),1,0
Buhl,0,0
Bulan,0,1
Bull Shoals,1,0
Bullard (Mount Selman),1,0
Bullhead City,3,2
Bullitt,1,0
Bullitt County,3,0
Bulloch,0,0
Bulloch County,0,0
Bullock County,1,0
Bulls Gap,0,1
Bulverde,2,4
Bumpass,0,1
Buna,0,2
Bunch,1,0
Buncombe,1,1
Buncombe County,1,1
Bunker Hill,2,3
Bunkie,0,2
Bunn,0,0
Bunnell,4,8
Bunnlevel,1,2
Bunola,1,1
Buras,0,3
Burbank,12,12
Burgaw,2,5
Burgettstown,4,1
Burgettstown (Eldersville),2,0
Burgin,0,1
Burien,0,1
Burke,3,6
Burke County,5,2
Burkesville,2,0
Burkeville,2,2
Burleson,1,4
Burley,3,0
Burlington,48,127
Burlington (Burlington City),1,7
Burlington (Burlington Township),0,0
Burlington City,0,0
Burlington Township,0,0
Burnet,3,1
Burnet County,2,0
Burneyville,0,1
Burnham,0,0
Burns,2,1
Burnside,0,0
Burnsville,6,3
Burnt Ranch,0,1
Burr Oak,0,0
Burr Ridge,0,0
Burson,0,0
Burt,0,0
Burton,2,6
Burtonsville,4,2
Burwell,2,0
Bushkill,0,1
Bushland,0,0
Bushnell,0,3
Buskirk,0,0
Busti,1,0
Butler,10,6
Butler (Kinnelon),0,0
Butler County,3,4
Butler Township,0,1
Butlerville,0,1
Butner,1,1
Butte,9,17
Butte Falls,1,0
Buttonwillow,0,0
Buxton,0,2
Buzzards Bay,0,1
Buzzards Bay (Bourne),1,2
Byars,0,0
Byars (Rosedale),2,0
Byers,0,1
Byesville,0,0
Byhalia,4,1
Byram,3,2
Byromville,3,1
Byron,7,6
Byron Center,0,1
Byron Center (Byron Township),0,1
Byron Township,0,0
Cabarrus,0,2
Cabarrus County,6,1
Cabazon,1,1
Cabell County,0,0
Cabery,0,0
Cable,1,0
Cabool,0,1
Cabot,2,2
Cache,4,1
Cache County,0,0
Cactus,0,1
Caddo,0,0
Caddo County,1,0
Caddo Parish,2,1
Cade,0,0
Cadet,2,0
Cadillac,0,0
Cadiz,4,3
Cadott,1,0
Cahokia,4,2
Cairo,6,10
Calabasas,0,1
Calabash,0,0
Calais,0,1
Calallen,2,1
Calaveras,3,0
Calaveras County,0,0
Calcasieu Parish,0,0
Caldwell,9,17
Caldwell County,0,0
Caledonia,4,2
Caledonia (Bartahatchie),0,1
Calera,2,0
Calexico,1,1
Calhan,0,0
Calhoun,11,11
Calhoun City,0,2
Calhoun County,1,0
Calhoun Falls,3,2
Calico Rock,0,1
California,3,2
California (Mentor),1,0
California City,1,0
California City (Calif City),0,1
Calimesa,2,0
Calistoga,1,0
Callahan,3,0
Callaway,2,7
Callaway County,2,0
Calloway,1,0
Calloway County,0,0
Calumet,0,1
Calumet (Laurium),1,0
Calumet City,22,25
Calumet Park,0,2
Calvert,0,3
Calvert City,0,1
Calverton,0,4
Calvin,1,0
Calwa,0,1
Calypso,0,0
Camanche,1,0
Camano Island,1,3
Camarillo,5,1
Camas,0,5
Cambria,0,0
Cambridge,12,22
Cambridge (Cambridgeport),0,0
Cambridge City,0,1
Camby,1,3
Camden,140,88
Camden County,0,0
Camden Wyoming,0,0
Camdenton,1,0
Cameron,9,14
Cameron Parish,0,0
Cameron Park,0,1
Camilla,1,4
Camillus,0,0
Camino,0,0
Camp Douglas,0,1
Camp Hill,1,1
Camp Lejeune,0,0
Camp Pendleton,2,0
Camp Verde,1,2
Camp Wood,1,0
Campbell,1,11
Campbell County,1,0
Campbell Hall,0,0
Campbells Creek,0,0
Campbellsburg,3,1
Campbellsville,4,7
Campbellton,1,1
Campo,1,0
Campobello,2,2
Campti,0,0
Campton,0,5
Camptonville,0,2
Cana,0,3
Canaan,1,0
Canaan (North Canaan),2,1
Canadensis,0,0
Canadian,4,2
Canal Fulton,2,0
Canal Winchester,3,4
Canandaigua,1,2
Canastota,0,0
Canby,1,0
Candia,0,0
Candler,5,3
Candor,0,0
Cane Bay,0,0
Caney,0,1
Canfield,0,0
Canisteo,0,1
Cannon Beach,1,0
Cannon Falls,0,0
Canoga Park,2,2
Canon City,10,10
Canonsburg,5,2
Canterbury,1,0
Canton,76,112
Canton (Leroy),0,1
Cantonment,6,4
Cantwell,1,0
Canutillo,0,1
Canyon,0,0
Canyon City,0,0
Canyon Country,1,2
Canyon Dam (Canyondam),1,0
Canyon Lake,0,0
Cape Canaveral,1,1
Cape Coral,17,32
Cape Girardeau,24,59
Cape Horn,0,1
Cape May,1,1
Cape Neddick,1,0
Capitan,1,0
Capitol Heights,34,22
Capitol Heights (Fairmount Heights),1,0
Capitol Heights (Seat Pleasant),3,2
Capitola,2,0
Capron,0,0
Captain Cook,2,1
Capulin,3,1
Caputa,0,0
Carbon,0,0
Carbon Cliff,0,0
Carbon Hill,1,0
Carbonado,0,1
Carbondale,9,34
Carbonville,0,0
Carencro,4,3
Caribou,0,0
Caribou (Woodland),0,0
Carl Junction,0,0
Carleton,1,2
Carlin,0,0
Carlinville,0,2
Carlisle,5,18
Carlisle (Pleasantville),0,0
Carlock,1,0
Carlos,0,0
Carlotta,0,0
Carlsbad,16,19
Carlstadt,2,0
Carlton,0,1
Carlton County,1,0
Carlyle,0,1
Carman,0,0
Carman (Gulfport),0,1
Carmel,3,2
Carmel Valley,3,0
Carmi,0,1
Carmichael,6,2
Carmichaels,2,0
Carnation,0,1
Carnegie,0,0
Carnegie (Collier Township),0,1
Carnegie (Heidelberg),0,1
Carnelian Bay,0,1
Carnesville,1,0
Carolina (Richmond),0,1
Carolina Beach,1,1
Carolina Forest,1,0
Caroline,0,2
Carpentersville,1,2
Carpinteria,0,2
Carrabelle,0,0
Carrboro,0,1
Carrick,1,1
Carriere,3,0
Carriere (Henleyfield),2,2
Carrizo Springs,3,1
Carrizozo,1,0
Carroll,6,3
Carroll County,3,3
Carrollton,22,11
Carrollton (Pickensville),0,2
Carrollwood,0,0
Carson,25,12
Carson City,6,6
Carter,0,2
Carter County,2,1
Carter Cove,2,0
Carter Lake,0,2
Carteret,2,4
Carteret County,0,1
Cartersville,6,12
Cartersville (Euharlee),3,0
Carterville,0,0
Carterville (Crainville),1,0
Carthage,17,9
Carthage (West Carthage),0,0
Carthage (Whispering Pines),0,0
Cartwright,0,0
Caruthers,0,2
Caruthersville,3,8
Carver,0,0
Carver County,0,1
Cary,7,5
Cary (Oakwood Hills),0,1
Caryville,2,1
Casa (Round Mountain),1,0
Casa Grande,9,6
Casar,1,0
Cascade,0,3
Cascade Locks,0,1
Cascade Township,0,1
Cascadia,0,0
Casco,0,3
Casco Township,1,0
Casey,0,1
Casey County,1,0
Caseyville,4,1
Cash,1,0
Cashiers,0,1
Cashton,0,1
Casper,13,11
Casper (Bar Nunn),0,0
Cass,0,6
Cass County,5,0
Cass Lake,1,1
Cass Twp,0,1
Cassadaga,0,1
Casselberry,3,6
Casselberry (Fern Park),1,1
Casselton,0,0
Cassopolis,0,1
Cassville,2,3
Castaic,2,1
Castalia,1,1
Castile,0,0
Castle Hayne,1,1
Castle Hills,0,0
Castle Rock,2,7
Castle Rock (Castle Pines),0,0
Castleford,0,1
Castleton,1,0
Castleton On Hudson,0,0
Castlewood,1,1
Castro Valley,3,2
Castroville,7,5
Caswell,1,1
Caswell County,0,0
Catasauqua,0,0
Catawba,6,3
Catawba County,2,0
Catawba Indian Reservation,0,0
Catawissa,0,0
Cathedral City,8,22
Catlettsburg,1,0
Cato,0,0
Caton,0,0
Catonsville,9,13
Catoosa,2,1
Catoosa (Fair Oaks),0,0
Catoosa County,0,1
Catskill,0,2
Cattaraugus,0,0
Caulfield,1,0
Cave City,0,0
Cave Creek,2,0
Cave In Rock,1,0
Cave Junction,4,13
Cave Spring,0,2
Cave Springs,0,0
Cawood,1,0
Cayce,2,9
Cayuga,0,2
Cazadero,0,0
Cecil,2,1
Cedar Bluff,1,1
Cedar Bluffs,0,0
Cedar City,2,2
Cedar Crest,2,0
Cedar Falls,2,1
Cedar Glen,1,0
Cedar Grove,2,1
Cedar Heights,1,0
Cedar Hill,10,13
Cedar Key,0,1
Cedar Lake,0,1
Cedar Mountain,1,0
Cedar Park,2,2
Cedar Rapids,27,83
Cedar Springs,0,1
Cedarbluff,0,1
Cedarcreek,0,0
Cedaredge,0,0
Cedaredge (Grand Mesa),1,0
Cedartown,6,2
Cedarville,2,0
Celeste,0,1
Celina,4,3
Centennial,1,2
Center,2,3
Center City,0,1
Center City (Chisago Lake),0,0
Center Harbor,0,0
Center Line,0,0
Center Moriches,1,0
Center Ossipee,0,1
Center Point,2,4
Center Valley,0,0
Centerburg,2,0
Centereach,0,1
Centerton,0,1
Centertown,0,1
Centerville,7,5
Central,2,1
Central City,1,1
Central Falls,2,13
Central Islip,3,9
Central Lake,0,0
Central Point,4,7
Centralia,7,12
Centralia (Central City),0,0
Centre,3,0
Centre Hall,0,0
Centreville,6,7
Centuria,0,1
Century,1,1
Ceres,4,11
Ceresco,0,1
Cerrillos,0,0
Cerrillos (Madrid),0,0
Cerritos,4,2
Cerro Gordo,1,1
Chadbourn,3,4
Chadds Ford,0,4
Chadron,1,0
Chadwicks,0,0
Chaffee,0,0
Chaffee (Allenville),1,0
Chagrin Falls,2,1
Chagrin Falls (Orange),0,0
Chalfont,0,1
Chalkyitsik,0,0
Challis,1,0
Chalmette,6,4
Chama,1,0
Chambers,2,1
Chambers County,1,2
Chambersburg,4,8
Chambersburg (Guilford Township),1,0
Chamblee,2,2
Champaign,26,83
Champaign County,0,0
Champion,0,0
Champlain,1,0
Chancellor,2,0
Chandler,19,23
Chandler (Sun Lakes),2,0
Chanhassen,0,0
Channahon,2,0
Channelview,9,14
Chantilly,0,3
Chanute,1,0
Chaparral,0,4
Chapel Hill,7,9
Chapin,2,2
Chapman,0,0
Chapmanville,2,1
Chappaqua,0,3
Chardon,0,0
Chardon (Concord Township),1,1
Charenton,2,4
Chariton,0,1
Charlemont,0,1
Charleroi,0,3
Charleroi (North Charleroi),0,0
Charles,1,1
Charles City,1,0
Charles Mix,1,0
Charles Mix County,0,0
Charles Town,4,3
Charleston,108,246
Charleston (Big Chimney),1,1
Charleston (Cross Lanes),1,5
Charleston (James Island),0,5
Charleston (Kanawha City),0,1
Charleston (Marmet),0,3
Charleston (Sissonville),5,2
Charleston (South Charleston),1,1
Charleston (Wando),0,0
Charleston County,0,2
Charlestown,1,1
Charlevoix,0,3
Charlo,2,0
Charlotte,278,806
Charlotte (Mint Hill),0,4
Charlotte County,0,0
Charlotte Hall,0,0
Charlottesville,13,23
Charlton,0,0
Charter Twp Of Clinton,1,2
Chaska,0,2
Chatfield,0,1
Chatham,0,0
Chatham County,1,1
Chatsworth,4,2
Chattahoochee,1,0
Chattanooga,112,529
Chattanooga (East Ridge),6,11
Chattanooga (Red Bank),0,3
Chattooga,1,1
Chauncey,0,0
Chautauqua County,0,0
Chauvin,0,0
Chaves,0,0
Chaves County,2,0
Chavies,1,0
Cheatham,0,0
Cheatham County,1,1
Cheboygan,0,1
Check,0,0
Checotah,0,1
Cheektowaga,1,0
Chehalis,1,3
Chelan Falls,0,1
Chelmsford,0,2
Chelsea,8,24
Cheltenham,2,1
Chenango Forks,0,0
Cheney,1,1
Chepachet,0,0
Cheraw,4,4
Cherokee,7,6
Cherokee County,5,9
Cherokee Village,0,1
Cherry Hill,1,3
Cherry Hill Township,0,0
Cherry Plain,0,0
Cherry Valley,3,0
Cherryfield (Beddington),1,0
Cherryhill Township,0,0
Cherryvale,0,1
Cherryville,4,4
Chesapeake,43,84
Chesapeake Beach,0,0
Cheshire,2,1
Chesnee,4,2
Chester,81,165
Chester (Eddystone),2,0
Chester (Feltonville),1,3
Chester (Upland),1,0
Chester County,0,6
Chester Township,0,0
Chester Twp,0,0
Chesterfield,34,63
Chesterfield County,1,0
Chesterfield Township,0,0
Chesterhill,0,0
Chesterland,0,0
Chesterton,0,0
Chesterton (Burns Harbor),0,1
Chesterton (Porter),0,0
Chestertown,1,1
Chesterville,0,0
Chestnut Ridge,0,0
Cheswold,0,0
Chetek,4,1
Chetopa,0,0
Chevak,1,1
Cheverly,0,0
Cheviot,1,1
Chevy Chase,0,0
Chewelah,0,0
Cheyenne,18,18
Chicago,2104,10427
Chicago (Burnham),3,0
Chicago (Calumet Park),4,2
Chicago (Chicago Lawn),16,68
Chicago (Englewood),139,548
Chicago (Hegewisch),0,1
Chicago (Lakeview),1,2
Chicago (Lincoln Park),0,0
Chicago (Norridge),0,3
Chicago (Roseland),41,152
Chicago Heights,10,13
Chicago Heights (Ford Heights),4,3
Chicago Heights (Lynwood),0,0
Chicago Heights (Sauk Village),5,1
Chicago Ridge,0,0
Chickamauga,2,1
Chickasaw,1,1
Chickasha,9,13
Chico,7,42
Chico (Cohasset),0,0
Chico (chico),0,0
Chicopee,4,15
Chicora,1,1
Chiefland,1,0
Chignik,0,0
Childersburg,3,2
Childress,2,2
Chilhowie,3,0
Chili,0,0
Chillicothe,4,6
Chillum,1,0
Chiloquin,2,3
Chilton,0,1
Chilton County,0,1
Chimayo,0,0
Chimney Rock,1,0
China,0,1
China Grove,2,4
Chincoteague Island (Chincoteague),0,0
Chino,5,5
Chino Hills,1,1
Chino Valley,2,0
Chinquapin,2,0
Chipley,2,7
Chipley (Sunny Hills),0,1
Chippewa,0,0
Chippewa County,0,1
Chippewa Falls,0,1
Chippewa Falls (Eagle Point),1,0
Chippewa Falls (Lake Hallie),2,0
Chireno,0,0
Chisago,0,0
Chisago County,0,0
Chisholm,0,0
Chitina,0,0
Chocowinity,0,1
Choctaw,5,3
Choudrant,2,0
Chouteau,0,0
Chowchilla,2,2
Chrisney,0,0
Christian,0,0
Christian County,5,1
Christiana,1,0
Christiansburg,6,2
Christmas,2,3
Christopher,1,0
Chubbuck,1,0
Chuckey,0,1
Chugiak,0,0
Chula Vista,14,15
Chunchula,1,0
Chunky,1,0
Church Creek,0,0
Church Hill,6,0
Church Point,3,4
Church Road,0,0
Churchville,0,0
Churubusco,1,0
Cibolo,0,0
Cicero,8,9
Cincinnati,254,792
Cincinnati (Anderson),0,0
Cincinnati (Avondale),4,13
Cincinnati (Blue Ash),1,5
Cincinnati (Bond Hill),1,2
Cincinnati (Camp Washington),1,2
Cincinnati (Carthage),0,2
Cincinnati (Cheviot),1,2
Cincinnati (Colerain Township),5,6
Cincinnati (Cumminsville),3,1
Cincinnati (Deer Park),1,0
Cincinnati (Delhi),0,0
Cincinnati (Elmwood Place),0,3
Cincinnati (Evanston),4,10
Cincinnati (Fairmount),1,4
Cincinnati (Finneytown),0,1
Cincinnati (Forest Park),0,5
Cincinnati (Glendale),0,1
Cincinnati (Green Township),1,0
Cincinnati (Hyde Park),0,1
Cincinnati (Kennedy Heights),1,0
Cincinnati (Lincoln Heights),3,7
Cincinnati (Lockland),3,5
Cincinnati (Madeira),0,3
Cincinnati (Mount Airy),2,0
Cincinnati (Mount Healthy),3,3
Cincinnati (Mount Washington),1,1
Cincinnati (Newtown),0,0
Cincinnati (North College Hill),3,7
Cincinnati (Northside),2,1
Cincinnati (Norwood),0,3
Cincinnati (Oakley),0,0
Cincinnati (Pleasant Ridge),0,1
Cincinnati (Price Hill),0,4
Cincinnati (Reading),2,1
Cincinnati (Roselawn),7,2
Cincinnati (Saint Bernard),0,1
Cincinnati (Sharonville),0,1
Cincinnati (Silverton),0,5
Cincinnati (Springdale),1,0
Cincinnati (Sycamore Twp),0,0
Cincinnati (Walnut Hills),1,15
Cincinnati (Westwood),4,32
Cincinnati (Woodlawn),0,0
Cincinnati (Wyoming),0,0
Cinco,0,1
Circle,0,0
Circle Pines,0,1
Circle Pines (Lexington),0,3
Circleville,4,0
Cisco,2,1
Citra,2,0
Citronelle,6,4
Citrus,2,0
Citrus County,1,1
Citrus Heights,14,10
Citrus Springs,0,0
City Of Industry,2,2
City Of Industry (City of Industry),0,1
City Of Industry (West Puente Valley),0,0
Clackamas,2,2
Clackamas County,0,1
Claiborne,3,2
Claiborne County,3,3
Clairemont,0,0
Clairton,8,16
Clairton (Jefferson Hills),1,0
Clallam,0,0
Clanton,3,9
Clare,0,4
Clare County,0,1
Claremont,3,5
Claremore,8,2
Claremore (Verdigris),1,1
Clarence,0,2
Clarendon,2,1
Clarendon County,1,0
Clarinda,0,1
Clark,2,4
Clark County,5,5
Clark Fork,1,0
Clarkdale,0,1
Clarke,0,0
Clarke County,3,2
Clarkesville,6,3
Clarklake,1,0
Clarkrange,0,0
Clarkridge,1,2
Clarks,0,0
Clarks Point,1,0
Clarks Summit,0,0
Clarks Summit (Scott Township),0,0
Clarksburg,9,9
Clarksburg (Nutter Fort),0,0
Clarksburg (Stonewood),1,0
Clarksburg (Wilsonburg),0,1
Clarksdale,17,13
Clarkson,0,0
Clarkston,10,11
Clarkston (Independence Township),0,0
Clarksville,58,100
Clarkton,2,3
Clatskanie,0,0
Claude,1,0
Clawson,2,1
Claxton,0,0
Clay,3,9
Clay City,1,0
Clay County,4,4
Claycomo,1,1
Claymont,5,8
Claysville,0,0
Clayton,14,6
Clayton County,5,7
Cle Elum,1,0
Clear Brook,1,1
Clear Lake,0,0
Clear Spring,0,0
Clearfield,2,2
Clearfield (Clinton),1,0
Clearfield (Sunset),1,0
Clearfield (West Point),1,0
Clearlake,2,2
Clearlake Oaks,3,5
Clearwater,29,32
Clearwater (Belleair),0,1
Clearwater Beach,0,2
Cleburne,3,5
Cleghorn,0,0
Clem,0,1
Clementon,1,0
Clementon (Lindenwold),2,2
Clementon (Pine Hill),0,0
Clemmons,3,0
Clemson,1,2
Clendenin,2,2
Clendenin (Quick),1,3
Cleone,2,0
Clermont,10,13
Cleveland,509,1221
Cleveland (Bratenahl),0,0
Cleveland (Brooklyn),1,0
Cleveland (Cleveland Heights),4,12
Cleveland (East Cleveland),2,1
Cleveland (Fairview Park),0,0
Cleveland (Garfield Heights),4,11
Cleveland (Garfield),0,1
Cleveland (Highland Heights),0,1
Cleveland (Linndale),0,1
Cleveland (Lyndhurst),0,0
Cleveland (Mayfield Heights),0,1
Cleveland (Mayfield Village),0,0
Cleveland (Middleburg Heights),0,0
Cleveland (Parma Heights),1,0
Cleveland (Parma),4,6
Cleveland (Pepper Pike),1,0
Cleveland (Plum Grove),1,1
Cleveland (Richmond Heights),2,1
Cleveland (Shaker Heights),2,3
Cleveland (South Euclid),0,2
Cleveland (University Heights),0,1
Cleveland (Valley View),0,0
Cleveland Heights,2,6
Cleves,0,0
Clewiston,2,12
Cliffside Park,0,1
Clifton,9,9
Clifton Heights,1,0
Clifton Park,0,0
Clifton Park (Halfmoon),0,0
Clifton Township,0,0
Climax,0,0
Clint,2,0
Clinton,33,54
Clinton (Kirkland),1,0
Clinton (Turah),0,1
Clinton Corners,0,0
Clinton County,2,0
Clinton Township,5,5
Clinton Township (Charter Township Of Clinton),0,2
Clinton Township (Charter Township of Clinton),0,1
Clinton Township (Charter Twp Of Clinton),1,1
Clintondale,0,0
Clintonville,0,0
Clintwood,0,3
Clio,3,3
Clive,2,3
Cloquet,2,2
Closplint,0,0
Clothier,0,1
Cloutierville,0,1
Clover,4,8
Clover (Lake Wylie),0,0
Cloverdale,1,1
Clovis,13,19
Clute,0,1
Clyde,5,1
Clyman,0,0
Clymer,0,2
Clyo,1,7
Coachella,11,20
Coal Branch,0,1
Coal Center,2,0
Coal City,1,5
Coal Township,1,0
Coaldale,0,0
Coalgate,0,1
Coaling,1,0
Coalinga,2,4
Coalville,0,1
Coarsegold,1,2
Coatesville,10,9
Coatesville (Valley Twp),2,0
Coats,1,0
Cobb,0,2
Cobb County,6,5
Cobleskill,0,0
Cochecton,0,0
Cochise,0,0
Cochise County,0,1
Cochran,1,0
Cocke,1,0
Cockeysville,1,1
Cocoa,23,45
Cocoa (Port St John),0,0
Cocoa Beach,5,1
Coconino,1,0
Coconut Creek,0,2
Coden,1,0
Cody,2,3
Coeburn,2,0
Coeur D Alene,0,1
Coeur D Alene (Coeur D'alene),10,2
Coeur D Alene (Post Falls),0,0
Coeur D'Alene,0,0
Coeur D'alene,2,0
Coffee,1,2
Coffee County,0,1
Coffeeville,0,1
Coffeyville,3,6
Coffman Cove,0,1
Coggon,1,0
Cohasset,1,0
Cohocton,0,0
Cohoes,0,1
Cohutta,0,1
Colbert,8,3
Colby,1,0
Colchester,0,3
Colcord (West Siloam Springs),1,0
Cold Creek,0,0
Colden,0,0
Coldfoot,1,0
Coldiron,2,0
Coldspring,2,0
Coldwater,1,1
Cole,0,4
Colebrook (Columbia),2,0
Colebrook (Stewartstown),0,1
Coleman,0,0
Colerain,0,0
Colerain Township,1,6
Colfax,1,2
Colfax Township,2,0
Colgate,0,0
Collbran,0,0
College Park,17,21
College Place,0,0
College Point,0,0
College Station,5,17
Collegedale,0,1
Colleton,4,12
Colleton County,0,3
Colleyville,0,1
Collier,1,0
Collier County,7,0
Collierville,1,5
Collingdale,0,4
Collingswood,0,0
Collins,2,1
Collinsville,9,8
Collinsville (State Park Place),0,0
Colmesneil,4,0
Coloma,1,1
Colon,0,0
Colona,0,1
Colonial Beach,0,2
Colonial Heights,3,8
Colonie,1,1
Colora,0,2
Colorado City,0,1
Colorado Springs,122,294
Colorado Springs (Black Forest),1,0
Colorado Springs (Colorado Springs),1,1
Colorado Springs (Fort Carson),1,2
Colorado Springs (Security),1,1
Colorado Springs (Stratmoor Hills),0,0
Colquitt,2,3
Colquitt County,0,1
Colton,12,10
Coltons Point,1,0
Columbia,187,491
Columbia (Forest Acres),0,2
Columbia (Olympia),0,1
Columbia City,0,0
Columbia City (Tri Lakes),0,1
Columbia County,0,4
Columbia Cross Roads,0,0
Columbia Falls,0,2
Columbia Heights,0,2
Columbiana,0,5
Columbiaville,2,1
Columbus,568,1324
Columbus (Bexley),1,2
Columbus (Gahanna),0,1
Columbus (Mansfield),1,0
Columbus (New Hope),0,2
Columbus (Obetz),0,1
Columbus (Whitehall),11,9
Columbus (Worthington),0,0
Columbus County,2,2
Columbus Junction,1,0
Colusa,0,3
Colville,0,0
Colwich,0,0
Comal,0,0
Comanche,1,2
Combined Locks,0,0
Combs,0,1
Comer,1,0
Comfort,0,0
Commack,1,0
Commerce,7,11
Commerce City,7,15
Commerce Township,1,2
Commerce Township (Commerce Charter Township),0,0
Commodore,1,1
Como,4,6
Compton,86,56
Compton (East Rancho Dominguez),0,0
Comstock,0,0
Comstock Park,0,0
Concan,0,3
Concepcion,1,0
Concho,1,0
Concord,28,40
Concord (Boscawen),0,1
Concordia Parish,1,1
Concrete,4,0
Conecuh,1,0
Conejos,1,0
Conestoga,1,1
Conewango,0,0
Congers,0,0
Congress,0,0
Conifer,0,0
Conneaut,2,2
Connell,3,1
Connellsville,1,4
Connelly Springs,0,4
Connersville,0,2
Conover,1,1
Conowingo,2,0
Conroe,18,8
Conshohocken,1,1
Constable,0,1
Constantia,1,0
Contoocook (Hopkinton),0,2
Contra Costa,0,0
Convent,0,1
Converse,15,18
Conway,34,81
Conway (Bucksport),4,0
Conyers,10,9
Cook,0,0
Cookeville,8,6
Cookeville (Algood),0,1
Cooksburg,0,0
Cookville,2,1
Cool Ridge,1,0
Coolidge,4,3
Coolin,1,0
Coon Rapids,0,0
Coon Valley,0,1
Cooper,2,0
Cooper City,0,0
Cooper County,1,0
Coopersburg,2,2
Cooperstown,0,0
Coopersville,0,2
Coos,0,2
Coos Bay,4,1
Coos Bay (Charleston),0,0
Coos County,0,0
Coosa,2,2
Coosa County,1,0
Coosada,0,1
Cooter,0,1
Copan,1,0
Cope,1,0
Copiague,1,5
Copiah,2,0
Copiah County,2,0
Coplay,0,1
Coppell,0,2
Copper Center,0,0
Copperas Cove,4,8
Copperfield,0,0
Copperhill,0,1
Copperopolis,0,0
Cora,1,0
Coral Gables,5,7
Coral Springs,6,4
Coralville,1,4
Coram,2,7
Coraopolis,1,0
Coraopolis (Moon Township),0,0
Coraopolis (Moon),0,1
Corbett,0,0
Corbin,11,6
Corcoran,2,2
Cord,0,1
Cordele,12,23
Cordell,3,1
Cordesville,0,0
Cordova,10,16
Corfu,0,0
Corfu (Pembroke),0,1
Corinna,0,0
Corinth,15,25
Cornelia,2,1
Cornelius,3,5
Cornhill,1,0
Corning,9,12
Cornish,0,0
Cornville,0,0
Cornwall,0,0
Cornwall-on-Hudson,1,0
Corona,7,4
Corona (Eastvale),0,1
Corona (Queens),42,81
Corona Del Mar,0,0
Corpus Christi,79,190
Corrigan,0,0
Corry,0,0
Corryton,0,1
Corsicana,4,3
Corte Madera,0,3
Cortez,0,3
Cortland,1,0
Cortlandt,0,0
Cortlandt Manor,0,0
Corunna,1,0
Corvallis,5,4
Corvallis (Adair Village),1,0
Corydon,0,0
Coryell County,2,0
Cosby,1,1
Coshocton,0,5
Coshocton County,0,1
Costa Mesa,1,4
Costilla,0,0
Cotati,0,1
Cotopaxi,0,1
Cottage City,1,0
Cottage Grove,4,5
Cottage Hills,1,0
Cottageville,0,0
Cotter,0,0
Cotton,0,1
Cotton Plant,0,1
Cottondale,1,1
Cottonport (Hickory),1,0
Cottonport (Longbridge),0,3
Cottontown,2,0
Cottonwood,9,15
Cottonwood Heights,0,0
Cotulla,0,0
Coulterville,1,0
Counce,1,0
Council,1,0
Council Bluffs,6,27
Council Grove,0,1
Country Club Hills,4,5
Coupeville,0,0
Coupland,0,0
Courtland,1,1
Courtland (North Courtland),2,0
Coushatta,2,2
Cove City,1,0
Covelo,0,0
Coventry,0,2
Covert,2,0
Covina,8,5
Covington,53,52
Covington (Claiborne),0,1
Covington (Ludlow),1,1
Covington (Park Hills),0,2
Covington County,3,0
Cowan,0,0
Coward,1,1
Cowden,0,0
Cowen,0,1
Coweta,1,2
Cowley,0,2
Cowley County,1,1
Cowlitz,1,0
Cowpens,4,1
Coxs Creek (Deatsville),0,1
Coyote,1,0
Crab Orchard,6,2
Crabtree,1,0
Crafton Heights,0,1
Cragsmoor,0,0
Craig,2,0
Craighead,1,1
Craighead County,0,0
Cramerton,0,0
Cranberry Township,0,1
Cranbury,1,0
Crandon,3,0
Crane,1,0
Crane Hill,1,0
Cranesville,2,0
Cranford,0,0
Cranston,1,10
Craryville,0,0
Craven,1,2
Craven County,1,2
Crawford,5,6
Crawford County,2,6
Crawfordsville,0,1
Crawfordsville (Crawfordsvlle),0,0
Crawfordville,2,2
Creal Springs,0,1
Creedmoor,0,1
Creek,2,0
Creek County,2,0
Creighton,0,1
Crenshaw,4,1
Creola,1,0
Crescent City,1,8
Cresco,1,0
Cresskill,0,0
Cresson,0,0
Crest Hill,0,0
Crestline,1,0
Creston,1,0
Crestview,7,23
Crestwood,0,2
Crestwood (Ballardsville),0,0
Creswell,0,1
Crete,0,0
